index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2,model,category,lifespan,anAge,time,goldenrecordImages,periodstart,periodend,goldenrecordImagePath,DemolitionDate,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,Imperative,PromptTemplate,currentState,place,suggestion,image_path,exp_label_1,exp_label_2,label_1,label_2,label_3,maj
874,random after,,,,,Sony Building,Generate a photorealistic image of the Sony Building in Japan on 7/20/2025,2,,,Is the following subject present in the image: 'Sony Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Sony Building in Japan on 7/20/2025'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdxlturbo,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,,,,01/01/2017,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0.0,04/15/1966,8.0,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},replaced by new,,,train_annotations/image_sdxlturbo_Buildings_874.png,0,0,0.0,0.0,0,0.0
550,random after,,,,,Kremlin Presidium,Give me a photorealistic image of the Kremlin Presidium in Russia on 6/7/2023,2,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Kremlin Presidium'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Kremlin Presidium in Russia on 6/7/2023'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdv15,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kremlin%20administration%20building%2014.jpg,,,,01/01/2016,Point(37.62017 55.752236),Russia,12/22/1951,6/7/2023,Point(37.62017 55.752236),37.62017,55.752236,https://commons.wikimedia.org/wiki/Category:Kremlin%20Presidium,0.0,01/01/1932,9.0,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},demolished,,,train_annotations/image_sdv15_Buildings_550.png,0,0,0.0,0.0,1,0.0
856,random before,,,,,Sanzhi UFO houses,Generate a photorealistic image of the Sanzhi UFO houses in Taiwan on 06/11/1980,2,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Sanzhi UFO houses'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Sanzhi UFO houses in Taiwan on 06/11/1980'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdxlbase,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,,,,01/01/2010,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0.0,01/01/1978,10.0,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},demolished,,,train_annotations/image_sdxlbase_Buildings_856.png,0,0,0.0,1.0,0,0.0
730,random after,,,,,Palais du Trocadéro,Generate a photorealistic image of the Palais du Trocadéro in France on 7/15/1939,2,,,Is the following subject present in the image: 'Palais du Trocadéro'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Palais du Trocadéro in France on 7/15/1939'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Trocadero%2C%20Exposition%20Universal%2C%201900%2C%20Paris%2C%20France.jpg,,,,01/01/1935,Point(2.287222222 48.862777777),France,01/16/1902,7/15/1939,Point(2.287222222 48.862777777),2.287222222,48.86277778,https://commons.wikimedia.org/wiki/Category:Palais%20du%20Trocad%C3%A9ro,0.0,01/01/1843,15.0,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},replaced by other,,,train_annotations/image_stable-diffusion-3-5_Buildings_730.png,0,0,0.0,1.0,0,0.0
97,before,,,,,Bauakademie,Create a photorealistic image of the Bauakademie in Germany before 03/13/1962,1,,,Is the following subject present in the image: 'Bauakademie'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Bauakademie in Germany before 03/13/1962'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdv15,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bauakademie%201466.JPG,,,,03/13/1962,Point(13.3989 52.5161),Germany,10/08/1853,8/15/1964,Point(13.3989 52.5161),13.3989,52.5161,https://commons.wikimedia.org/wiki/Category:Bauakademie%20%28Berlin%29,0.0,01/01/1799,12.0,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},replaced by other,,,train_annotations/image_sdv15_Buildings_97.png,0,0,0.0,1.0,1,0.0
371,after,,,,,Galerie des Machines,Create a photorealistic image of the Galerie des Machines in France after 01/01/1909,1,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Galerie des Machines'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Galerie des Machines in France after 01/01/1909'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdv15,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/CLC%20528%20-%20PARIS%20-%20Galerie%20des%20Machines.JPG,,,,01/01/1909,Point(2.301825 48.853588888),France,11/05/1903,11/8/1914,Point(2.301825 48.853588888),2.301825,48.85358889,https://commons.wikimedia.org/wiki/Category:Galerie%20des%20Machines%20de%20l%27Exposition%20Universelle%20%281889%29,0.0,01/01/1889,7.0,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},demolished,,,train_annotations/image_sdv15_Buildings_371.png,1,1,0.0,1.0,1,1.0
389,before,,,,,Gare de la Bastille,Give me a photorealistic image of the Gare de la Bastille in France before 01/01/1984,1,,,Is the following subject present in the image: 'Gare de la Bastille'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Gare de la Bastille in France before 01/01/1984'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdv15,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gare%20de%20la%20Bastille.jpg,,,,01/01/1984,Point(2.370277777 48.852222222),France,05/17/1950,8/12/1991,Point(2.370277777 48.852222222),2.370277777,48.85222222,https://commons.wikimedia.org/wiki/Category:Gare%20de%20La%20Bastille,0.0,01/01/1859,15.0,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},replaced by other,,,train_annotations/image_sdv15_Buildings_389.png,0,0,1.0,1.0,0,0.0
1058,random after,,,,,"Vladimir Lenin monument, Kyiv","Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023",2,,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.",blackforest,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,,,,12/08/2013,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0.0,01/01/1939,12.0,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},replaced by new,,,train_annotations/image_blackforest_Buildings_1058.png,0,0,0.0,1.0,0,0.0
259,after,,,,,Deutsche Bank Building,Create a photorealistic image of the Deutsche Bank Building in United States of America after 01/01/2007,1,,,Is the following subject present in the image: 'Deutsche Bank Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Deutsche Bank Building in United States of America after 01/01/2007'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,blackforest,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/DeutscheBank.jpg,,,,01/01/2007,Point(-74.0133 40.7097),United States of America,10/27/1976,7/9/2014,Point(-74.0133 40.7097),-74.0133,40.7097,https://commons.wikimedia.org/wiki/Category:Deutsche%20Bank%20Building,0.0,01/01/1973,15.0,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},replaced by other,,,train_annotations/image_blackforest_Buildings_259.png,0,0,0.0,0.0,0,0.0
835,after,,,,,Sands Hotel and Casino,Create a photorealistic image of the Sands Hotel and Casino in United States of America after 11/26/1996,1,,,Is the following subject present in the image: 'Sands Hotel and Casino'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Sands Hotel and Casino in United States of America after 11/26/1996'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,blackforest,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,,,,11/26/1996,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0.0,01/01/1952,6.0,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},replaced by other,,,train_annotations/image_blackforest_Buildings_835.png,0,0,0.0,0.0,0,0.0
812,random before,,,,,Saint Gregory the Illuminator Church,Produce a photorealistic image of the Saint Gregory the Illuminator Church in Armenia on 06/12/1922,2,,,Is the following subject present in the image: 'Saint Gregory the Illuminator Church'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Saint Gregory the Illuminator Church in Armenia on 06/12/1922'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Gregory%20the%20Illuminator%20Church%2C%20Yerevan.gif,,,,01/01/1939,Point(44.509111 40.179528),Armenia,06/12/1922,3/22/1941,Point(44.509111 40.179528),44.509111,40.179528,https://commons.wikimedia.org/wiki/Category:Saint%20Gregory%20the%20Illuminator%20Church%2C%20Yerevan,0.0,01/01/1900,7.0,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},replaced by other,,,train_annotations/image_stable-diffusion-3-5_Buildings_812.png,1,1,0.0,0.0,0,1.0
186,random after,,,,,Cathedral of Arapgir,Generate a photorealistic image of the Cathedral of Arapgir in Turkey on 10/22/1961,2,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Cathedral of Arapgir'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Cathedral of Arapgir in Turkey on 10/22/1961'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdv15,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Arapgir%20church2.png,,,,01/01/1957,Point(38.483345 39.043433),Turkey,08/30/1273,10/22/1961,Point(38.483345 39.043433),38.483345,39.043433,https://commons.wikimedia.org/wiki/Category:Cathedral%20of%20Arapgir,0.0,01/01/1249,9.0,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},demolished,,,train_annotations/image_sdv15_Buildings_186.png,0,0,0.0,1.0,1,0.0
203,after,,,,,Catholic Church of St. Thomas Aquinas and the Monastery of Dominican,Generate a photorealistic image of the Catholic Church of St. Thomas Aquinas and the Monastery of Dominican in Belarus after 01/01/1950,1,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Catholic Church of St. Thomas Aquinas and the Monastery of Dominican'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Catholic Church of St. Thomas Aquinas and the Monastery of Dominican in Belarus after 01/01/1950'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,blackforest,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Miensk%2C%20Daminikanski.%20%D0%9C%D0%B5%D0%BD%D1%81%D0%BA%2C%20%D0%94%D0%B0%D0%BC%D1%96%D0%BD%D1%96%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D1%96%20%28XIX%29.jpg,,,,01/01/1950,Point(27.5589 53.9036),Belarus,07/05/1697,8/26/1956,Point(27.5589 53.9036),27.5589,53.9036,https://commons.wikimedia.org/wiki/Category:Catholic%20Church%20of%20St.%20Thomas%20Aquinas%20and%20the%20Monastery%20of%20Dominican,0.0,01/01/1601,6.0,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},demolished,,,train_annotations/image_blackforest_Buildings_203.png,0,0,0.0,1.0,0,0.0
228,random before,,,,,Choral Synagogue in Drohobych,Give me a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 07/25/1914,2,,,Is the following subject present in the image: 'Choral Synagogue in Drohobych'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Choral Synagogue in Drohobych in Ukraine on 07/25/1914'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,blackforest,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B0%20%D0%9E%D1%80%D0%BB%D0%B8%D0%BA%D0%B0%206%2C%20%D0%BC%20%D0%94%D1%80%D0%BE%D0%B3%D0%BE%D0%B1%D0%B8%D1%87%2046-106-1087.jpg,,,,01/01/1941,Point(23.511343 49.35335),Ukraine,07/25/1914,8/28/1950,Point(23.511343 49.35335),23.511343,49.35335,https://commons.wikimedia.org/wiki/Category:Great%20Synagogue%20in%20Drohobych,0.0,01/01/1865,9.0,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},rebuilt,,,train_annotations/image_blackforest_Buildings_228.png,0,0,0.0,1.0,0,0.0
945,before,,,,,Synagogue in Frýdek,Create a photorealistic image of the Synagogue in Frýdek in Czech Republic before 06/01/1939,1,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Synagogue in Frýdek'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Synagogue in Frýdek in Czech Republic before 06/01/1939'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdxlbase,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Frydek%20synagoga.jpg,,,,06/01/1939,Point(18.345 49.6881),Czech Republic,01/16/1898,8/28/1942,Point(18.345 49.6881),18.345,49.6881,https://commons.wikimedia.org/wiki/Category:Synagogue%20in%20Fr%C3%BDdek,0.0,01/01/1864,5.0,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},demolished,,,train_annotations/image_sdxlbase_Buildings_945.png,0,0,0.0,1.0,0,0.0
683,after,,,,,Monument of the Great October Revolution,Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991,1,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdxlturbo,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,,,,09/12/1991,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0.0,10/22/1977,5.0,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},demolished,,,train_annotations/image_sdxlturbo_Buildings_683.png,0,0,0.0,0.0,0,0.0
698,random after,,,,,New York World Building,Generate a photorealistic image of the New York World Building in United States of America on 10/1/1964,2,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the New York World Building in United States of America on 10/1/1964'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdxlbase,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,,,,01/01/1955,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0.0,01/01/1890,22.0,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},demolished,,,train_annotations/image_sdxlbase_Buildings_698.png,0,0,0.0,1.0,1,0.0
709,before,,,,,Palace of the Republic,Give me a photorealistic image of the Palace of the Republic in Germany before 12/02/2008,1,,,Is the following subject present in the image: 'Palace of the Republic'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Palace of the Republic in Germany before 12/02/2008'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdv15,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Palast%20der%20Republik%20DDR%201977.jpg,,,,12/02/2008,Point(13.4025 52.5175),Germany,06/25/1986,5/5/2010,Point(13.4025 52.5175),13.4025,52.5175,https://commons.wikimedia.org/wiki/Category:Palast%20der%20Republik,0.0,01/01/1976,28.0,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},replaced by other,,,train_annotations/image_sdv15_Buildings_709.png,0,0,0.0,0.0,0,0.0
94,random after,,,,,Azure Window,Produce a photorealistic image of the Azure Window in Malta on 7/1/2017,2,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Azure Window'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Azure Window in Malta on 7/1/2017'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdxlturbo,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Azure%20Windownew.JPG,,,,03/08/2017,Point(14.18846 36.05352),Malta,07/07/1936,7/1/2017,Point(14.18846 36.05352),14.18846,36.05352,https://commons.wikimedia.org/wiki/Category:Azure%20Window,0.0,01/01/1830,38.0,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},demolished,,,train_annotations/image_sdxlturbo_Buildings_94.png,1,1,0.0,0.0,0,1.0
663,after,,,,,Monbijou Palace,Give me a photorealistic image of the Monbijou Palace in Germany after 01/01/1959,1,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monbijou Palace in Germany after 01/01/1959'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,,,,01/01/1959,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0.0,01/01/1703,16.0,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},demolished,,,train_annotations/image_stable-diffusion-3-5_Buildings_663.png,0,0,0.0,0.0,0,0.0
309,before,,,,,Düsseldorf-Bilk Observatory,Give me a photorealistic image of the Düsseldorf-Bilk Observatory in German Reich before 01/01/1943,1,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Düsseldorf-Bilk Observatory'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Düsseldorf-Bilk Observatory in German Reich before 01/01/1943'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdv15,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bst-dist.jpg,,,,01/01/1943,Point(6.7648 51.2074),German Reich,02/15/1893,5/4/1950,Point(6.7648 51.2074),6.7648,51.2074,https://commons.wikimedia.org/wiki/Category:Sternwartmal,0.0,01/01/1843,12.0,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},demolished,,,train_annotations/image_sdv15_Buildings_309.png,0,0,0.0,1.0,0,0.0
1024,random before,,,,,Théâtre de la Gaîté-Lyrique,Create a photorealistic image of the Théâtre de la Gaîté-Lyrique in France on 11/20/1913,2,,,Is the following subject present in the image: 'Théâtre de la Gaîté-Lyrique'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Théâtre de la Gaîté-Lyrique in France on 11/20/1913'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,sdxlbase,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9%C3%A2tre%20de%20la%20Ga%C3%AEt%C3%A9%2002.jpg,,,,01/01/1989,Point(2.35333 48.8665),France,11/20/1913,2/9/1994,Point(2.35333 48.8665),2.35333,48.8665,https://commons.wikimedia.org/wiki/Category:Th%C3%A9%C3%A2tre%20de%20la%20Ga%C3%AEt%C3%A9,0.0,01/01/1862,5.0,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},replaced by other,,,train_annotations/image_sdxlbase_Buildings_1024.png,1,1,0.0,0.0,0,1.0
470,random after,,,,,Hotel Moskva,Give me a photorealistic image of the Hotel Moskva in Russia on 1/19/2007,2,,,Is the following subject present in the image: 'Hotel Moskva'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Hotel Moskva in Russia on 1/19/2007'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,,,,01/01/2004,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0.0,12/20/1935,9.0,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},replaced by other,,,train_annotations/image_stable-diffusion-3-5_Buildings_470.png,0,0,0.0,0.0,0,0.0
1131,after,,,,,Žalgiris Stadium,Generate a photorealistic image of the Žalgiris Stadium in Lithuania after 01/01/2016,1,,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Žalgiris Stadium'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Žalgiris Stadium in Lithuania after 01/01/2016'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Buildings,,,,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDalgiris-Stadion.jpg,,,,01/01/2016,Point(25.29025 54.693481),Lithuania,02/25/1990,8/11/2020,Point(25.29025 54.693481),25.29025,54.693481,https://commons.wikimedia.org/wiki/Category:%C5%BDalgiris%20Stadium,0.0,01/01/1951,9.0,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},demolished,,,train_annotations/image_stable-diffusion-3-5_Buildings_1131.png,0,0,1.0,0.0,0,0.0
